абайя абайя noun:inanim:f:v_naz:ua_1992
крафт крафт noun:inanim:m:v_naz
краще краще adv:compc:&predic
краще краще noun:inanim:n:v_naz
кредо кредо noun:inanim:n:v_naz:nv
креол креол noun:anim:m:v_naz
креси креси noun:inanim:p:v_naz:ns
крива крива noun:inanim:f:v_naz
криво криво adv:compb
крига крига noun:inanim:f:v_naz
крижі крижі noun:inanim:p:v_naz:ns
криза криза noun:inanim:f:v_naz
крило крило noun:inanim:n:v_naz
криль криль noun:inanim:m:v_naz
криля криля noun:inanim:n:v_naz
криси криси noun:inanim:p:v_naz:ns
крити крити verb:imperf:inf
криця криця noun:inanim:f:v_naz
крізь крізь prep
кріль кріль noun:anim:m:v_naz
кроль кроль noun:inanim:m:v_naz
кроля кроля noun:anim:n:v_naz
крона крона noun:inanim:f:v_naz
круїз круїз noun:inanim:m:v_naz
крумк крумк onomat:&predic
крупа крупа noun:inanim:f:v_naz
круто круто adv:compb
круть круть noninfl:&predic
круча круча noun:inanim:f:v_naz
кряча кряча noun:anim:n:v_naz
кубик кубик noun:inanim:m:v_naz
кубіт кубіт noun:inanim:m:v_naz
кубло кубло noun:inanim:n:v_naz
кубок кубок noun:inanim:m:v_naz
кувез кувез noun:inanim:m:v_naz
кудла кудла noun:anim:f:v_naz
кудла кудла noun:inanim:f:v_naz
кудли кудли noun:inanim:p:v_naz:ns
кузен кузен noun:anim:m:v_naz
кузня кузня noun:inanim:f:v_naz
кузов кузов noun:inanim:m:v_naz
кукан кукан noun:inanim:m:v_naz
кукса кукса noun:anim:m:v_naz
кукса кукса noun:anim:f:v_naz
кукса кукса noun:inanim:f:v_naz
кулак кулак noun:inanim:m:v_naz
кулан кулан noun:anim:m:v_naz
кулер кулер noun:inanim:m:v_naz
кулик кулик noun:anim:m:v_naz
кулик кулик noun:inanim:m:v_naz
куліш куліш noun:inanim:m:v_naz
кулон кулон noun:inanim:m:v_naz
культ культ noun:inanim:m:v_naz
куман куман noun:anim:m:v_naz
куман куман noun:inanim:m:v_naz
кумач кумач noun:inanim:m:v_naz
кумжа кумжа noun:anim:f:v_naz
кумик кумик noun:anim:m:v_naz
кумин кумин adj:m:v_naz
кумир кумир noun:anim:m:v_naz
кумир кумир noun:inanim:m:v_naz
кумис кумис noun:inanim:m:v_naz
кумів кумів adj:m:v_naz
кумка кумка noun:anim:f:v_naz
кумця кумця noun:anim:f:v_naz
кунак кунак noun:anim:m:v_naz
кунфу кунфу noun:inanim:n:v_naz:nv
купаж купаж noun:inanim:m:v_naz
купер купер noun:inanim:m:v_naz
купка купка noun:inanim:f:v_naz
купки купки noninfl
купно купно adv
купол купол noun:inanim:m:v_naz
купон купон noun:inanim:m:v_naz
кураж кураж noun:inanim:m:v_naz
курай курай noun:inanim:m:v_naz:xp1
курай курай noun:inanim:m:v_naz:xp2
курак курак noun:inanim:m:v_naz
курій курій noun:anim:m:v_naz
курія курія noun:inanim:f:v_naz
курка курка noun:anim:f:v_naz
курно курно adv
курок курок noun:inanim:m:v_naz
курча курча noun:anim:n:v_naz
кусок кусок noun:inanim:m:v_naz
кутий кутий adj:m:v_naz:&adjp:pasv:imperf
кутик кутик noun:inanim:m:v_naz
кутин кутин noun:inanim:m:v_naz
куток куток noun:inanim:m:v_naz
кутюр кутюр noninfl:foreign
кухар кухар noun:anim:m:v_naz
кухля кухля noun:inanim:n:v_naz
кухня кухня noun:inanim:f:v_naz
куцак куцак noun:anim:m:v_naz
куцак куцак noun:inanim:m:v_naz
куций куций adj:m:v_naz:compb
куціш куціше adv:compc:short
кучер кучер noun:anim:m:v_naz
кучер кучер noun:inanim:m:v_naz
кучін кучін noun:inanim:f:v_naz:nv
кучма кучма noun:inanim:f:v_naz
кушир кушир noun:inanim:m:v_naz
кушка кушка noun:inanim:f:v_naz
кущик кущик noun:inanim:m:v_naz
кхасі кхасі noun:inanim:f:v_naz:nv
кхмер кхмер noun:anim:m:v_naz
кхоса кхоса noun:inanim:p:v_naz:nv:ns
кьошк кьошк noun:inanim:m:v_naz
кювет кювет noun:inanim:m:v_naz
кюрит кюрит noun:inanim:m:v_naz
кюрій кюрій noun:inanim:m:v_naz
кяриз кяриз noun:inanim:m:v_naz
лабка лабка noun:inanim:f:v_naz
лаваш лаваш noun:inanim:m:v_naz
лавіс лавіс noun:inanim:m:v_naz
лавка лавка noun:inanim:f:v_naz
лавра лавра noun:inanim:f:v_naz
лагер лагер noun:inanim:m:v_naz
ладан ладан noun:inanim:m:v_naz
ладен ладний adj:m:v_naz:short
ладно ладно adv:compb
лазар лазар noun:anim:m:v_naz
лазер лазер noun:inanim:m:v_naz
лазій лазій noun:anim:m:v_naz
лазня лазня noun:inanim:f:v_naz
лазок лазок noun:inanim:m:v_naz
лазун лазун noun:anim:m:v_naz
лазур лазур noun:inanim:f:v_naz
лайба лайба noun:inanim:f:v_naz
лайда лайда noun:inanim:f:v_naz
лайка лайка noun:anim:f:v_naz
лайка лайка noun:inanim:f:v_naz
лайно лайно noun:inanim:n:v_naz
лакей лакей noun:anim:m:v_naz
ламач ламач noun:inanim:m:v_naz
ламба ламба noun:inanim:f:v_naz:nv
лампа лампа noun:inanim:f:v_naz
ланди ланди noun:inanim:p:v_naz:ns
ландо ландо noun:inanim:n:v_naz:nv
ланка ланка noun:inanim:f:v_naz
ланок ланок noun:inanim:m:v_naz
ланос ланос noun:inanim:m:v_naz
лапка лапка noun:inanim:f:v_naz
лапки лапки noun:inanim:p:v_naz:ns
ларга ларга noun:anim:f:v_naz
ларго ларго adv
ларго ларго noun:inanim:n:v_naz:nv
ласий ласий adj:m:v_naz:compb
ласіш ласіше adv:compc:short
ласка ласка noun:anim:f:v_naz
ласка ласка noun:inanim:f:v_naz
ласун ласун noun:anim:m:v_naz
латач латач noun:inanim:m:v_naz
латин латин noun:anim:m:v_naz
латиш латиш noun:anim:m:v_naz
латка латка noun:inanim:f:v_naz
лаття лаття noun:inanim:n:v_naz
латук латук noun:inanim:m:v_naz
лауда лауда noun:inanim:f:v_naz
лаунж лаунж noun:inanim:m:v_naz
лафет лафет noun:inanim:m:v_naz
лафіт лафіт noun:inanim:m:v_naz
лахта лахта noun:inanim:f:v_naz
лаяти лаяти verb:imperf:inf
левіт левіт noun:anim:m:v_naz
легат легат noun:anim:m:v_naz
легат легат noun:inanim:m:v_naz
легіт легіт noun:inanim:m:v_naz
легко легко adv:compb:&predic
легше легше adv:compc:&predic
ледар ледар noun:anim:m:v_naz
ледач ледач noun:inanim:f:v_naz
ледве ледве adv
ледве ледве conj:subord
ледве ледве part
лежак лежак noun:inanim:m:v_naz
лежма лежма adv
лежун лежун noun:anim:m:v_naz
лейка лейка noun:inanim:f:v_naz
лекіф лекіф noun:inanim:m:v_naz
лелія лелія noun:inanim:f:v_naz
леміш леміш noun:inanim:m:v_naz
лемко лемко noun:anim:m:v_naz
лемур лемур noun:anim:m:v_naz
ленто ленто adv
ленто ленто noun:inanim:n:v_naz:nv
лепет лепет noun:inanim:m:v_naz
лепра лепра noun:inanim:f:v_naz
лепта лепта noun:inanim:f:v_naz
лепча лепча noun:inanim:m:v_naz:nv
лерка лерка noun:inanim:f:v_naz
ливар ливар noun:anim:m:v_naz
лижва лижва noun:inanim:f:v_naz
лижня лижня noun:inanim:f:v_naz
лизун лизун noun:anim:m:v_naz
лиман лиман noun:inanim:m:v_naz
лимар лимар noun:anim:m:v_naz
лимон лимон noun:inanim:m:v_naz
линва линва noun:inanim:f:v_naz
линок линок noun:anim:m:v_naz
линча линча noun:anim:n:v_naz
липка липка noun:inanim:f:v_naz
липко липко adv
лисак лисак noun:anim:m:v_naz
лисий лисий adj:m:v_naz:compb
лисий лисий noun:anim:m:v_naz
лиска лиска noun:anim:f:v_naz
листя листя noun:inanim:n:v_naz
лисун лисун noun:anim:m:v_naz
литва литва noun:inanim:f:v_naz
литво литво noun:inanim:n:v_naz
литий литий adj:m:v_naz:&adjp:pasv:imperf
литія литія noun:inanim:f:v_naz
литка литка noun:inanim:f:v_naz
лиття лиття noun:inanim:n:v_naz
лихач лихач noun:anim:m:v_naz
лихий лихий adj:m:v_naz:compb
лихіш лихіше adv:compc:short
лицар лицар noun:anim:m:v_naz
личак личак noun:inanim:m:v_naz
личко личко noun:inanim:n:v_naz
лишай лишай noun:inanim:m:v_naz
лишка лишка noun:inanim:f:v_naz
лишок лишок noun:inanim:m:v_naz
лищак лищак noun:inanim:m:v_naz
ліана ліана noun:inanim:f:v_naz
лібра лібра noun:inanim:f:v_naz
лівак лівак noun:anim:m:v_naz
лівар лівар noun:inanim:m:v_naz
лівер лівер noun:inanim:m:v_naz:xp1
лівер лівер noun:inanim:m:v_naz:xp2
лівий лівий adj:m:v_naz:compb
лівіш лівіше adv:compc:short
лівша лівша noun:anim:m:v_naz
лівша лівша noun:anim:f:v_naz
лігар лігар noun:inanim:m:v_naz
лігво лігво noun:inanim:n:v_naz
лігма лігма adv
лідар лідар noun:inanim:m:v_naz
лідер лідер noun:anim:m:v_naz
лідит лідит noun:inanim:m:v_naz
ліжко ліжко noun:inanim:n:v_naz
ліжма ліжма adv
лізат лізат noun:inanim:m:v_naz
лізин лізин noun:inanim:m:v_naz
лізис лізис noun:inanim:m:v_naz
лізка лізка noun:inanim:f:v_naz
лізол лізол noun:inanim:m:v_naz
лізти лізти verb:imperf:inf
лійка лійка noun:inanim:f:v_naz
лікар лікар noun:anim:m:v_naz
лікер лікер noun:inanim:m:v_naz
лілея лілея noun:inanim:f:v_naz
лілія лілія noun:inanim:f:v_naz
лімбо лімбо noun:inanim:m:v_naz:nv
ліміт ліміт noun:inanim:m:v_naz
лімфа лімфа noun:inanim:f:v_naz
лінза лінза noun:inanim:f:v_naz
лінія лінія noun:inanim:f:v_naz
лінон лінон noun:inanim:m:v_naz
лінюх лінюх noun:anim:m:v_naz
ліпід ліпід noun:inanim:m:v_naz
ліпше ліпше adv:compc:&predic
лірик лірик noun:anim:m:v_naz
ліска ліска noun:inanim:f:v_naz
лісна лісна noun:anim:f:v_naz
лісок лісок noun:inanim:m:v_naz
літак літак noun:inanim:m:v_naz
літій літій noun:inanim:m:v_naz
літія літія noun:inanim:f:v_naz
літом літом adv
літун літун noun:anim:m:v_naz
ліцей ліцей noun:inanim:m:v_naz
ліція ліція noun:inanim:f:v_naz
лічба лічба noun:inanim:f:v_naz
лляти лляти verb:imperf:inf
лобас лобас noun:anim:m:v_naz
лобик лобик noun:inanim:m:v_naz
лобіо лобіо noun:inanim:f:v_naz:nv
лобок лобок noun:inanim:m:v_naz
лобур лобур noun:anim:m:v_naz
ловля ловля noun:inanim:f:v_naz
логік логік noun:anim:m:v_naz
логон логон noun:inanim:m:v_naz
логос логос noun:inanim:m:v_naz
ложка ложка noun:inanim:f:v_naz
лойок лойок noun:inanim:m:v_naz
локон локон noun:inanim:m:v_naz
локус локус noun:inanim:m:v_naz
ломик ломик noun:inanim:m:v_naz
ломка ломка noun:inanim:f:v_naz
лонжа лонжа noun:inanim:f:v_naz
лопар лопар noun:anim:m:v_naz
лопар лопар noun:inanim:m:v_naz
лопіт лопіт noun:inanim:m:v_naz
лопух лопух noun:inanim:m:v_naz
лотік лотік noun:inanim:m:v_naz
лоток лоток noun:inanim:m:v_naz
лотос лотос noun:inanim:m:v_naz
лохії лохії noun:inanim:p:v_naz:ns
лоція лоція noun:inanim:f:v_naz
лошак лошак noun:anim:m:v_naz
лубок лубок noun:inanim:m:v_naz
лудан лудан noun:inanim:m:v_naz:xp1
лудан лудан noun:inanim:m:v_naz:xp2
лужок лужок noun:inanim:m:v_naz
лузга лузга noun:inanim:f:v_naz
лунда лунда noun:inanim:f:v_naz:nv
луніт луніт noun:inanim:m:v_naz
лунка лунка noun:anim:f:v_naz
лунка лунка noun:inanim:f:v_naz
лунко лунко adv:compb:&predic
лупак лупак noun:inanim:m:v_naz
лупка лупка noun:inanim:f:v_naz
луска луска noun:inanim:f:v_naz
лутка лутка noun:inanim:f:v_naz
луфар луфар noun:anim:m:v_naz
лучка лучка noun:inanim:f:v_naz
лучок лучок noun:inanim:m:v_naz
лушей лушей noun:inanim:f:v_naz:nv
лущик лущик noun:inanim:m:v_naz
льоля льоля noun:inanim:f:v_naz
льоха льоха noun:anim:f:v_naz
любий любий adj:m:v_naz:compb
любіш любіше adv:compc:&predic:short
любка любка noun:anim:f:v_naz
любка любка noun:inanim:f:v_naz
любко любко noun:anim:m:v_naz
любов любов noun:inanim:f:v_naz
люгер люгер noun:inanim:m:v_naz
людно людно adv:compb:&predic
людці людці noun:anim:p:v_naz:ns
люмен люмен noun:inanim:m:v_naz
люнет люнет noun:inanim:m:v_naz
люпин люпин noun:inanim:m:v_naz
лютар лютар noun:anim:m:v_naz
лютий лютий adj:m:v_naz:compb
лютий лютий noun:inanim:m:v_naz
лютич лютич noun:anim:m:v_naz
лютіш лютіше adv:compc:short
лютня лютня noun:inanim:f:v_naz
люшня люшня noun:inanim:f:v_naz
лягти лягти verb:perf:inf
лямка лямка noun:inanim:f:v_naz
ляпас ляпас noun:inanim:m:v_naz
ляпіс ляпіс noun:inanim:m:v_naz
ляпка ляпка noun:inanim:f:v_naz
лярва лярва noun:anim:f:v_naz
ляхва ляхва noun:inanim:f:v_naz
лячно лячно adv:&predic
ляшок ляшок noun:anim:m:v_naz
лящик лящик noun:anim:m:v_naz
мавка мавка noun:anim:f:v_naz
мавпа мавпа noun:anim:f:v_naz
магія магія noun:inanim:f:v_naz
магма магма noun:inanim:f:v_naz
магог магог noun:anim:m:v_naz
магот магот noun:anim:m:v_naz
